date,id,content,username,like_count,retweet_count
2023-01-25 04:11:38+00:00,1618099248998027264,"THIS IS THE MAN!HIS ODDS ARE CHEAP, REAL AND LEGIT.I HAVE WON WITH ALL HIS TICKETS SINCE I JOINED HIM TWO MONTHS AGO.GET HIM THROUGH 0712789576 OR USE  THIS LINK https://t.co/K1PgvVd3M1
Freshi Fri Ruto Condolences #Python #28th of January Nairobi Hospital George Magoha dj lisney https://t.co/j1l5p0EpHv",it_jose1,0,0
2023-01-25 04:10:25+00:00,1618098942654160898,"An uphill battle 

#womenintech #coding #womenwhocode #blacktechtwitter #DEVCommunity #javascript #100daysofcode #programming #100devs #python #codenewbie

💕Find the perfect gift for this Valentines Day @ https://t.co/gxIgpmJfvW 💕 https://t.co/cBzt74jP1C",CourseOp,2,4
2023-01-25 04:10:08+00:00,1618098871372218369,フォルダ内の古いファイルを削除する https://t.co/qOzK0gjNb0 #Python #glob #OS,kamikudakun,0,0
2023-01-25 04:10:02+00:00,1618098848429211650,"👋 Flockjay is hiring Software Engineer 

🛖 #remote #wfh 
💪 #Backend #python #api #django #aws 

#tech #softwareengineer #jobs 
https://t.co/fyndtUORUK",echojobs_io,0,0
2023-01-25 04:10:02+00:00,1618098845761544192,"🦄 Flockjay is hiring Software Engineer 

🛖 #remote #wfh 
💪 #FullStack #javascript #python #react #reactjs #django 

#tech #softwareengineer #jobs 
https://t.co/t10MbT8l2C",echojobs_io,1,1
2023-01-25 04:10:01+00:00,1618098844327202816,"🌅 Locus Robotics is hiring Quality Assurance Software 

🌇 US 
💪 #python #shell #cpp #cplusplus #azure 

#tech #softwareengineer #jobs 
https://t.co/o42dSzwXvj",echojobs_io,0,0
2023-01-25 04:09:54+00:00,1618098814388428801,"【書籍】オライリー難しいけど推してる人が多いですよね | https://t.co/DlD7R8Y0lw
#プログラミング初心者 #Python
2023-01-25 13:09:55.952482",suzukaze_py,0,1
2023-01-25 04:08:59+00:00,1618098584397963266,"#Movietrailer videos teach U to #Startup:
https://t.co/i66LwIQhYu

#entrepreneurs #bigdata #coders #webdev #startupindia #AR #developers #deeplearning #edtech #VR #fintech #web5 #NFTs #ReactJS #SEO #AI #cloud #CodeNewbie #Linux #MVP #programmers #python #Crypto #IoT #serverless https://t.co/VI3EHxytig",jcafesin,8,3
2023-01-25 04:07:57+00:00,1618098320643338240,#vikram #kamalHasan #suriya #vijaysethupathi #fadhalfasil #lokeshkanagaraj #LCU #bot #trend #movie #tamil #python,evrysecofvikram,0,0
2023-01-25 04:05:00+00:00,1618097580294156288,"built a clone #chatgpt #gpt #ai 
https://t.co/ebFUglKibV source code 
https://t.co/Ec52F01dPq
#python #100daysofcode #nodejs",zayasgameroom,0,0
2023-01-25 04:04:04+00:00,1618097343944957954,"My fav sites to for coding w/excercise

9. Mode (SQL)
8. DataLemur (SQL)
7. LeetCode (Python)
6. Codewars (Python)
5. W3 Resource (pandas)
4. HackerRank (Python)
3. Kaggle (Data Science)
2. Stratascratch (SQL)
1. bnomial (Machine Learning)

#python #sql #mentor #ML",malvinder11,1,2
2023-01-25 04:02:06+00:00,1618096850548199427,"🐍🧵
• #Python Stacks is a fundamental data structure in computer science that uses a “Last In, First Out” (LIFO) approach to storing &amp; retrieving data.
• Elements (data) can be added to the top of the stack or removed from the top of the stack.",BowTiedPython3,1,1
2023-01-25 04:01:23+00:00,1618096668301197314,Download Minicoders and get started with coding. Minicoders lets you code in your browser instead of installing software on your computer. All you need is a browser! https://t.co/FJWtGpYy92 #code #datascience #python #coding #programming #R #SQL https://t.co/VUmrc8bKfE,TheNewStat1,0,1
2023-01-25 04:01:21+00:00,1618096661535887361,"Learning Tree offers a Data Science Training course. This will teach you how to recognize patterns, create algorithms, and use the latest in tools and resources. You'll become an expert in Python, too! https://t.co/XORgvyr7Ww #python #datascience #machineLearning #AI #data https://t.co/eflejeFvOD",TheNewStat1,0,0
2023-01-25 04:00:36+00:00,1618096474180489216,Learn From 2022's Most Popular Python Tutorials and Courses #python https://t.co/n3eNcbcMFA,realpython,8,3
2023-01-25 04:00:08+00:00,1618096354026262528,"Listen to our hugely popular ""A Very Wagmi"" Podcast on Radio Future.

Radio Station - https://t.co/YyD4M9w0O1

Stream Url - https://t.co/cL32slZhoH

 #Letsconnect #NFT #Web3 #Tech #Music #Radio #Song #AI #ML #Python #100daysofcode #React #Coding #DataScience https://t.co/R0osFrjtwr",Radio_Future_,2,1
2023-01-25 04:00:05+00:00,1618096340847788032,"Top 5 category on twitch right now : 
Just Chatting 🔄 
Grand Theft Auto V 🔄 
League of Legends 🔄 
VALORANT 🔄 
Escape from Tarkov 🔄 
🍪🤘🤘 
 #twitch #gaming #twitchstreamer #livestream #python #bot",TopFiveTwitch,0,1
2023-01-25 04:00:02+00:00,1618096329619562498,"Checkout CursorTek is #selling #bulk #data of 3k plus #businesses #categories of #worldwide like:

#restaurants #hotels #plumbers #realtors #contractors #roofing #flooring #landscaping #lawyers #HVAC #carpenters #windows #architecture #python #scrapy #php

https://t.co/xO23syY7dI https://t.co/NFXR2OA12L",cursortek,0,0
2023-01-25 03:59:58+00:00,1618096313899384833,"A SQL statement walks into a bar and sees two tables.
It approaches, and asks ""may I join you?""

#programming #programmingjoke #programminghumor #Python #javascript #Java",PadmashreeJha,3,2
2023-01-25 03:59:24+00:00,1618096169070088194,"Career Opportunities in AI Art: How to Break into the Art World’s New Frontier
https://t.co/6rCvTGlFQi
#art #AIart #machinelearning #deeplearning #MLsoGood #artificialintelligence #datascience #iiot #devops #data #code #python #bigdata #MLart #algorithm
#programmer #pytorch #Da…",architecture_eu,3,0
2023-01-25 03:58:02+00:00,1618095825330094081,"Checkout CursorTek is doing #webscraping and #selling #bulk #data of #businesses #Profiles

#tripadvisor #booking #yelp #yellowpages #googlemaps #houzz #yell #leads #emails #emailslist #socialmedia #scraping #datamining #python #java #php #automation #AI

https://t.co/xO23syY7dI https://t.co/5qKe2XtsQD",cursortek,1,0
2023-01-25 03:57:48+00:00,1618095767553716226,#Python If statement https://t.co/AOb9IFszWF,shash__27,2,0
2023-01-25 03:57:44+00:00,1618095751325978624,"Python Online Quiz – It’s exam time for python aspirants
#Python #Coding #Programming #SoftwareDeveloper #Quiz #100DaysOfCode #PythonProgrammer #ProgrammingLanguage #PythonTutorials 
https://t.co/2xClgD6Oyd",DataFlairWS,2,1
2023-01-25 03:57:19+00:00,1618095646665502720,"Did you know....? 
The programmer change the world... 

#google #apple #mac #bmw #facebook #programmers #codding #javascript #java #coder #facts #sttechnologies #largest #python #change https://t.co/wqtI2p27ag",STtechnologies0,5,0
2023-01-25 03:57:09+00:00,1618095603325730818,"Pythonメモ　要素がユニークなリストを得たい時

my_list：要素に重複があるリスト

順序を保証しない場合は、
list(set(my_list))
が一番早い。

順序を保証する場合は、
list(dict.fromkeys(my_list))
が一番早い。

両者だと、前者が早い。

setを多用してたけど、早いの知れて良かった。
#Python",malo21st,1,0
2023-01-25 03:56:54+00:00,1618095543347187716,@CristiVlad25 @SaveToNotion #thread #cybersecurity #python,alphatechrocks,0,0
2023-01-25 03:54:43+00:00,1618094990948798468,A Basic Pandas Dataframe Tutorial for Beginners https://t.co/Z5RbzopF1T #programming #python #python-in-research,MarsjaSe,2,1
2023-01-25 03:54:33+00:00,1618094949270188033,"#goldkid 
#python #wallet #goldkid #silver #brass #skull #belt #stud #skulljewelry #skullring #skullchain #brassjewelry #leather #wallet #ゴールドキッド #真鍮 #スカル #ebisu #tokyo #東京 #恵比寿 #happynewyear #goodsmell #ootd #respect https://t.co/kUFgkCExQ7",ssj_Nishikawa_S,1,0
2023-01-25 03:53:05+00:00,1618094578875121664,"To reduce complexity and optimize #Business results and value, organizations require a #DataManagement project.

Source @Gartner_inc
Via @antgrasso

#Infographic #DataGovernance #DataScience #BigData #Data #Analytics #DeepLearning #MachineLearning #Technology #Python #Javascript https://t.co/YtmjJurOv6",IgnitivOfficial,2,1
2023-01-25 03:52:02+00:00,1618094315661574144,"Welcome to our team Robbins Neupane 
https://t.co/gaJiiYM3Hs
#AIart #deeplearning #MLsoGood #AI #VR #artificialintelligence #datascience #iiot #devops #data #code #python #bigdata #MLart #Dalle #Dalle2 #aiartgenerator
#generativeart #pytorch #DataScientist #Analytics #iot #Digi…",Mlearning_ai,0,0
2023-01-25 03:51:37+00:00,1618094210556768258,"Want to create a timeline chart using Python?

Check out our small tutorial that explains how to create a timeline using Python data viz library ""Matplotlib"".

#Python #pythonprogramming #DataVisualization #DataScience 
https://t.co/LgjlPGXEc7",CoderzColumn,0,0
2023-01-25 03:51:30+00:00,1618094182303961088,"Feeling stuck with your assignments? 
Dm @GraceyExams
pay assignment?
pay essay due?
research paper?
pay term paper
History
Homework help?
Business?
Nursing

#100DaysOfCode #WomenWhoCode #NodeJS #IoT #Python #javascript #Econometrics #webdev #DEVCommunity #AcademicChatter https://t.co/wfdpiTDne4",GraceyExams,0,0
2023-01-25 03:51:08+00:00,1618094089282387969,"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines https://t.co/GEYDGINHw8  #Python #ad",pythonbot_,0,0
2023-01-25 03:50:07+00:00,1618093834998628352,Build Cross-Platform GUI Apps With Kivy #Python. https://t.co/lsQYs2MEQy,funcodingacadmy,1,0
2023-01-25 03:50:03+00:00,1618093818317885440,"🚀 Shortcut is hiring Senior Data Engineer 

💰 USD 170k-185k 
🛖 #remote #wfh 
💪 #python #streaming #sql #terraform #machinelearning 

#tech #softwareengineer #jobs 
https://t.co/CGxBpLSvDS",echojobs_io,2,0
2023-01-25 03:50:02+00:00,1618093812869468160,"🚀  Aurora  is hiring Senior Software Engineer  

💰 USD 168k-252k 
🌇 Mountain View, CA 
💪 #Infrastructure #python #go #golang #java #api 

#tech #softwareengineer #jobs 
https://t.co/gwhMMOkC4j",echojobs_io,0,0
2023-01-25 03:49:28+00:00,1618093669919379457,Cleanup package tarball https://t.co/UqZDV0hVpN #github #Python #HTML #CSS #Dockerfile #Shell #JavaScript,first_issues,1,0
2023-01-25 03:48:50+00:00,1618093513060798465,"270/365 days,

Python Program to Calculate Profit or Loss using Elif Statement

@scaler_official #scalerdiscord #scaler #365DaysOfCode #coding #Python https://t.co/pymIuUrGlq",SatwikS8,1,0
2023-01-25 03:45:44+00:00,1618092731724869634,"บทความนี้เราจะมาทดลองสร้าง RESTful API ด้วย Serverless Lambda (Python) + API Gateway ให้เพื่อน ๆ ได้ศึกษากันค่ะ
https://t.co/SNomT6hA3U @classmethod_th #AWS  #AWSLambda #AmazonAPIGateway #Python",classmethod_th,0,0
2023-01-25 03:42:58+00:00,1618092036204429312,"Top 50 Angular Interview Questions and Answers in 2021
#angular #technology #android #webdesign #code #website #web #development #programming #coding #python #developer #java #software #webdevelopment #webdesigner #webdeveloper #javascript #programmer...
https://t.co/dWEfedZQF8",CodingPullingo,2,1
2023-01-25 03:42:58+00:00,1618092033935290374,"Top 50 Angular Interview Questions and Answers in 2021
#angular #technology #android #webdesign #code #website #web #development #programming #coding #python #developer #java #software #webdevelopment #webdesigner #webdeveloper #javascript #programmer...
https://t.co/VJPscaS3hq",ramsatt,3,1
2023-01-25 03:42:00+00:00,1618091792553095168,"Check out what the program I made,concatenation movie program day 3-100 days of code https://t.co/p4pgKigz5s #Python #Replit100DaysOfCode",Husseinb2225,1,0
2023-01-25 03:41:42+00:00,1618091715465981952,"Day 9 of #100DaysOfCode 
- Recommender Systems
- a splash of Time Series
#RecommenderSystems
 #Python https://t.co/mzRSDYO9dv",fetterollie,2,1
2023-01-25 03:40:59+00:00,1618091537346461701,"Generated python art using circles placed along sine and cos waves that have been rotated and translated in 2D to create beautiful flowers. 

Follow and retweet if you want the code. 

#mathart #Mathematics #digitalart #pythonart #python #matplotlib https://t.co/dX57VFJcsH",inav65,1,1
2023-01-25 03:37:42+00:00,1618090709973872640,"Send me a DM for all the digital hacking
  #Machine Learning #Data Science #SQL
  #Cybersecurity #BigData #Analytics #Al #lloT #Python #JavaScript #ReactJS
  #Cloud Computing #Serverless
  #DataScientist #Linux #Programming #Coding #100DaysofCode #NodeJS #golang #NLP #GitHub #loT",top_willss,9,3
2023-01-25 03:37:09+00:00,1618090571461197825,#vikram #kamalHasan #suriya #vijaysethupathi #fadhalfasil #lokeshkanagaraj #LCU #bot #trend #movie #tamil #python,evrysecofvikram,0,0
2023-01-25 03:36:50+00:00,1618090493543600130,"There's a monster under my bed 🤣
.
.
.
.
.
.
#php 
#Web3 
#javascript 
#Python 
#NFT 
#cryptocurrencies 
#Software https://t.co/9ArLDamtrR",Me_llaman_jota,0,0
2023-01-25 03:36:09+00:00,1618090318259421185,"Programmer YouTubers should be called the oracle because they have all the answers.

#Python #javascript #programming #programminghumor #programmingmemes https://t.co/8vcT4omZOQ",PadmashreeJha,1,1
2023-01-25 03:36:00+00:00,1618090281420701696,"#AI #DataScience #MchineLearning Cheat Sheets via 

#100DaysOfCode #analytics #artificialintelligence #bi #bigdata #data #dataengineering #datainsights #datascientist #datamining #dataanalytics #deeplearning #flutter #innovation #ml #nodejs #python #technology https://t.co/zrYF4a5vPV",Exr_Consultancy,1,0
2023-01-25 03:34:59+00:00,1618090024700096512,"We are reliable to offer you A grade in your;
✓nursing
✓essays
✓chemistry
✓finance
✓physics
✓biology
✓physics
✓chemistry
✓algebra
✓calculus
✓essay pay
✓Assignment due

#100DaysOfCode
#WomenWhoCode
#javascript
#Python
#Serverless
#Asu #IoT

DM https://t.co/HYQebqAeBC",TrinityWriters,1,1
2023-01-25 03:34:12+00:00,1618089829149073413,"Today I have solved Question of the Day - Bacterias
 using #python. My profile link: https://t.co/oqnFoORVQZ

#Day10 of #30daysofcode 
@everydaycoders

#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity https://t.co/QvYGxN6hAS",Himanshu3203,1,1
2023-01-25 03:32:00+00:00,1618089276515688452,"Co-Op Financial Services is looking for a Manager, Data Science - REMOTE
https://t.co/IBvxoUFh1P Multiple locations, United States
( Python  Cloud  ML  AI ) 
#careers #Python",DataScience_jbs,0,0
2023-01-25 03:31:54+00:00,1618089249106186241,"Datapros Academy
 
.
.
.
.
.
#microsoftexcel #Microsoft #SQL #PowerBI #Python #Tableau #dataprosacademy #data #DataAnalytics #DataScience #dataengineering #DataAsseblief #DataVisualization https://t.co/8I68nFiS61",Dataprosacademy,0,1
2023-01-25 03:31:09+00:00,1618089062421741568,"From Camera Lucida to Morphic AI
https://t.co/NHjB8YD7tj
#art #AIart #MachineLearning #deeplearning #MLsoGood #artificialintelligence #datascience #iiot #devops #data #code #python #bigdata #MLart #midjourney #dalle2 #stablediffusion #DataScientist #Analytics #AI #VR #iot #Digi…",Gross_sculptor,1,5
2023-01-25 03:31:01+00:00,1618089029349654534,"University of Maryland is looking for a Lecturer
https://t.co/elSTEiwtEs Berwyn Heights, MD, United States
( Cpp  Python ) 
#jobs #Python",PythonJobsFeed,0,0
2023-01-25 03:30:30+00:00,1618088895744446466,"For quality assignment help,DM us
#Essays
#Research
Exams
#Onlineclass
#Calculus
Chemistry
#Thesis
#Law
Finance
#Economics
Stas
#Accounting

#MachineLearning
#DataScience
#Python #Cybersecurity #BigData #AI #IoT #DeepLearning
 #NLP
#javascript
#robots

Hit our Bio for More info:) https://t.co/FYzVncoo0J",Pro__Essays,1,1
2023-01-25 03:30:05+00:00,1618088793730334721,"Top 5 category on twitch right now : 
Just Chatting 🔄 
Grand Theft Auto V 🔄 
League of Legends 🔄 
VALORANT 🔄 
Escape from Tarkov 🔄 
🧨🧨🧨 
 #twitch #gaming #twitchstreamer #livestream #python #bot",TopFiveTwitch,0,0
2023-01-25 03:30:04+00:00,1618088787208474626,"I have done Find Closest Node to Given Two Nodes problem by using #Python 
#Day298 of #365daysofcode 
#365daysofcode 
#scalerdiscord 
@scaler_official https://t.co/FtB4bNtQ2e",Akshat_512,0,0
2023-01-25 03:30:03+00:00,1618088786008723456,"Hi! I'm a #RaspberryPi. It's Tue 24 Jan 2023 10:30:03 PM EST and my current memory usage is: 332.0M of 430.0M or 77.0%.

Powered by #Raspbian #Linux #Maker #Python",gpibot_g,0,0
2023-01-25 03:30:02+00:00,1618088781076103168,"🚀  OpenGov  is hiring Senior Software Engineer 

🛖 #remote #wfh 
💪 #Backend #python #r #aws #kubernetes #ruby 

#tech #softwareengineer #jobs 
https://t.co/kQa6ckYqL1",echojobs_io,0,0
2023-01-25 03:30:02+00:00,1618088778563784704,"🦊  Hinge Health  is hiring Staff Data Engineer 

🌇 Bengaluru, India 
💪 #python #postgresql #terraform #kafka #aws 

#tech #softwareengineer #jobs 
https://t.co/97QOrAVihW",echojobs_io,0,0
2023-01-25 03:30:01+00:00,1618088777758683137,"buildreeがてづだいます。開発に専念できます
 https://t.co/ucQNXnxRkk
#buildree #php #Laravel #fuelphp #フレームワーク #apache #nginx #エンジニア #python #go #nodejs #プログラミング学習 #プログラミング初心者",y__hayashi,8,2
2023-01-25 03:30:00+00:00,1618088773597667335,"#Python is one of the best #programminglanguages for building a wide range of #applications - #GUIinterfaces, #Games, #Mobileapps, #WebApps, #DesktopApps, and more.

It offers amazing libraries that help #developers develop interactive and #dynamicapps.

#pythondevelopment https://t.co/ESV5xOgJKO",BoTreeTech,0,0
2023-01-25 03:29:02+00:00,1618088526725136385,"Checkout we're providing #bulk #data of 3k plus #business #categories

#plumbing #roofing #landscaping #realtors #hotels #restaurants #leads #leadsgeneration #emailslist #doctors #dentists #lawyers #socialmedia #python #java #php #yelp #googlemaps #ml #AI

https://t.co/xO23syY7dI https://t.co/hRFv2vBwYt",cursortek,1,0
2023-01-25 03:28:58+00:00,1618088511495626752,"いつおんチャンネルで新しい動画を公開しました。
【Automatic Composition】初太-Hatta V4-No．2962【アルゴリズム作曲】 https://t.co/Zx01oR0y4u
#音楽 #Python #自動作曲 #プログラミング #Youtube",itsuon120n,4,0
2023-01-25 03:25:30+00:00,1618087638346473474,"Python L1L7 Questions - Collect Data in An Array | MELS Coding || Coding with Micro:bit ||
https://t.co/bCcJwrTSON

#MelsStem  #StemCoding #Microbits #Sensors
#Coding #STEM #BasicCoding #LED #BlockCoding
#Python  #InquiryBasedLearning",MELS43764084,0,0
2023-01-25 03:24:27+00:00,1618087374990475267,improvements to ROC composed plot https://t.co/1SxFBZzSxF #github #Python #HTML #CSS #Shell,first_issues,0,0
2023-01-25 03:22:56+00:00,1618086992042164226,"Learn Data Structure using these 46 Best Resources- https://t.co/Th6FJhB5YV

#Machinelearning #100DaysOfCode #IoT #100DaysOfMLCode #Python #javascript #Serverless #womenwhocode #cybersecurity #RStats #CodeNewbie #DataScience #DEVCommunity  #BigData #Analytics #pythonprogramming https://t.co/KtH62h4mRK",tut_ml,4,3
2023-01-25 03:22:28+00:00,1618086874127663105,missing multiclass precision-recall examples https://t.co/x7diDmmiuY #github #Python #HTML #CSS #Shell,first_issues,0,0
2023-01-25 03:22:27+00:00,1618086873855037440,"Learn Data Structure using these 46 Best Resources- https://t.co/mxN7WXP34J

#DataScientist #Programming #Coding #100DaysofCode #SQL #Python.#BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #TensorFlow #AI #AINews #sqltrain #SQLServer #Statistics #TensorFlow #dsa https://t.co/usDrIUAVYE",tut_ml,5,2
2023-01-25 03:20:58+00:00,1618086497609043969,"No. MMDCCLXXXVII
#colorway #shapeways #drawing #processing #python #creativecoding #generativeart #jimbo https://t.co/YJ2ihCM4l9",shapewaze,0,0
2023-01-25 03:20:54+00:00,1618086483038031872,"No. MMCMLXVI
#grayway #shapeways #drawing #processing #python #creativecoding #generativeart #jimbo https://t.co/OfEF8hcnvO",shapewaze,0,0
2023-01-25 03:20:48+00:00,1618086456328687618,"No. MMDCCLXXXVI
#colorway #shapeways #drawing #processing #python #creativecoding #generativeart #jimbo https://t.co/zeWfWCdPwe",shapewaze,0,0
2023-01-25 03:20:15+00:00,1618086319426527232,"Weather at Fort Meade / Tipton, MD - via NOAA's National Weather Service
Conditions: Fair
Barometer: 30.30 in (1025.9 mb)
Temperature: 33°
Winds: Calm. The humidity is 80%

Powered by #Raspbian #Linux #Maker #Python",gpibot_g,0,0
2023-01-25 03:20:09+00:00,1618086294365544449,"#Python PyCoder���s Weekly: Issue #561 (Jan. 24, 2023). https://t.co/g7oyLUshVh",funcodingacadmy,0,0
2023-01-25 03:20:03+00:00,1618086268876853248,"✋ Alma is hiring Backend Engineer III 

💰 USD 140k-160k 
🛖 #remote #wfh 
💪 #Backend #python #mysql #git #django 

#tech #softwareengineer #jobs 
https://t.co/d5cEtqXh0j",echojobs_io,0,0
2023-01-25 03:20:00+00:00,1618086254247313413,"Can do several problems such as:
- Teach Python✅
- Excel Formula ✅
- R Studio ✅
- Sentiment Analyst ✅
- Machine Learning (kNN, Naive Bayes, kMeans, ANN, RNN, LSTM, Regresi, etc)✅
- Web PHP, CSS, JavaScript, CS ✅

My WhatsApp on Bio
#Python #MachineLearning #zonauang https://t.co/8QAd6gwpuJ",Magellancloud__,0,1
2023-01-25 03:18:24+00:00,1618085850826571776,"Today I have solved Bacterias using #Python   
#Day10 of #30daysofcode 
@everydaycoders 
#community #coding #programming #competitiveprogramming #codingchallenge #dsa #bubbleupcommunity https://t.co/ADYJVqVI9P",abhrasnata_btc,0,1
2023-01-25 03:18:19+00:00,1618085831805206528,"#Python 関連の最新注目書籍
#ソフトウェア開発・言語 部門売上ランキング 2位！
『リーダブルコード ―より良いコードを書くためのシンプルで実践的なテクニック (Theory in practice)』
https://t.co/YUKRYO68gC",atarashicho,0,0
2023-01-25 03:18:18+00:00,1618085826658713601,"Atos is looking for a SECURITY CONSULTANT
https://t.co/weDoDBqYaf PA, United States
( Python  Cloud  cybersecurity  engineering ) 
#hiring #Python",NoticeperiodCom,0,2
2023-01-25 03:18:18+00:00,1618085825715077121,"ClientSolv Technologies is looking for a Python Developer
https://t.co/vfVNnEm2KF Chicago, IL, United States
( Cpp  Python ) 
#hiring #Python",NoticeperiodCom,0,1
2023-01-25 03:18:17+00:00,1618085825236942848,"Python / Django developer
at Network Optix
Network Optix is a leading Video Management Software VMS development company specializing in helping companies and organizations ...
#Python #Hiring #networkoptix
https://t.co/k0THEg6cNH",NoticeperiodCom,0,1
2023-01-25 03:18:14+00:00,1618085809512484864,"#Python 関連の最新注目書籍
#工学 部門売上ランキング 9位！
『プリンシプル オブ プログラミング 3年目までに身につけたい 一生役立つ101の原理原則』
https://t.co/y91ETPkkCk",atarashicho,0,0
2023-01-25 03:17:00+00:00,1618085499389841408,"#Python Quiz  -DAYS 80-
答え Answer

255",gomafreeeeeedom,2,0
2023-01-25 03:16:32+00:00,1618085382616145920,"Hey, wanna hear a joke?

Parsing HTML with regex.
#programming #programmingjoke #programminghumor #Python #javascript #Java",PadmashreeJha,2,2
2023-01-25 03:16:27+00:00,1618085360717942784,"Day 8 of #100DaysOfCode

Today, I'm learning about ""Sets and Lists"" 
Sometimes I feel so tired after my shift and studying, but let me tell you something... if you are on the same path, it's going to be worth it! 💪🏼

#Python #Java #programming",MahonriePizarro,5,3
2023-01-25 03:15:41+00:00,1618085169230905344,"Isn't it always like this?

#Python #javascript #programming #programminghumor #programmingmemes https://t.co/QJtOfTnNxW",PadmashreeJha,2,1
2023-01-25 03:15:34+00:00,1618085138159800320,"#datascience #MachineLearning #DataAnalytics #python #R #businessintelligence #DataScience #MachineLearning #DataAnalytics #deeplearning #programming #project #analysts 
https://t.co/xM4rK9foUA",HalderNilimesh,1,0
2023-01-25 03:15:01+00:00,1618085001270071297,Adventures with Ai - Age of Discovery.  Available on your local Amazon. #ai  #ricoroho #kiphi #technology #pataphysics #consciousness #robotics #python #ArtificialIntelligence #deeplearning #digitaltransformation #automation USA Amazon Link &gt;&gt;&gt; https://t.co/IK28soDe88 https://t.co/0d3HKG1vyI,AmbassadorRico,1,3
2023-01-25 03:15:00+00:00,1618084998707572736,"@s_gruppetta_ct @SaveToBookmarks #thread #python 
@rattibha",codygal005,0,0
2023-01-25 03:14:53+00:00,1618084969540194306,Download Minicoders and get started with coding. Minicoders lets you code in your browser instead of installing software on your computer. All you need is a browser! https://t.co/FJWtGpYy92 #code #datascience #python #coding #programming #R #SQL https://t.co/1uZKnP5Hcb,TheNewStat1,1,2
2023-01-25 03:12:43+00:00,1618084422422761473,"Pythonの関数の前処理と後処理にはデコレータが使われます。
デコレータが何の役に立ち、どのように使われるのか解説します。

https://t.co/hURbZqWVHj
#Python #プログラミング",Pract1328,1,0
