date,id,content,username,like_count,retweet_count
2023-01-25 04:22:12+00:00,1618101906534191104,"AIチャットに #企業公式 がどんなツイートしたら良いか聞いてみました。
なるほどなあ。と、思いました。
#ChatGPT https://t.co/QDUMqqUSFb",akamaru1173,0,0
2023-01-25 04:21:05+00:00,1618101626212089858,"Join my new Facebook group #ChatGPTProTips for tips, best practices, and resources on using #ChatGPT for marketing, dev, and startups! #community #ChatGPT #learning
Link: https://t.co/eGlNsJGUW7",RevoMusic6,0,0
2023-01-25 04:21:03+00:00,1618101617634734083,現在運用中の　AI based fundについて早速　#ChatGPT について答え合わせしてみました。英語の回答は、現在形と現在完了形のみで、未来形が出てこないところに、私たち人間の「未来を読み取る力」の余地を感じました😂,learners_adachi,1,0
2023-01-25 04:20:24+00:00,1618101454778290179,"@mayank_sehgal #ChatGPt may be advanced, but not that advanced. but yes it can write a poem or content or recipe about Old Monk :)",mihirbhatt88,0,0
2023-01-25 04:20:19+00:00,1618101433169240064,"This is the news.

#ChatGPT #OpenAI #Microsoft 

https://t.co/duXCa4lTMp",cobozeth,0,0
2023-01-25 04:20:17+00:00,1618101427687292935,"#ChatGPT
辰巳ジャンプ台とイキリダッシュを聞いてみたよ https://t.co/C33axapnWu",fourleavesO423,1,0
2023-01-25 04:20:10+00:00,1618101396502630400,"ちょっと気軽に聞いてみたらめっちゃ親身に返してくれた。
#openai #ChatGPT https://t.co/vhPt0psqkh",NotHemIron,0,0
2023-01-25 04:19:53+00:00,1618101325946040321,"＃ChatGPT
何か、使えねーなぁ",PyonYago,0,0
2023-01-25 04:19:20+00:00,1618101186678394880,"Hoy en la clase de #Criptografía en la maestría @UANL_MISI les mostré el uso de #ChatGPT para contrastar las ventajas del algoritmo de cifrado simétrico Salsa20 sobre RC4, y explicar los ataques criptográficos meet-in-the-middle y padding oracle. 🤯",knaverit,1,1
2023-01-25 04:18:49+00:00,1618101055853858819,"Yes, time to leverage #ChatGPT #AI factoring in its limitations @MenonBioPhysics @VenkRamaswamy",TRRaju1,0,1
2023-01-25 04:18:37+00:00,1618101006218432512,"ChatGPTってスレッド内ではステートフルに振る舞うのか、、すげぇ

・続きを説明して
・上記でも解消しません

など、省略・代名詞でも汲んでくれる😨

#ChatGPT",takepro14,0,0
2023-01-25 04:18:12+00:00,1618100900698161153,"Checking in on #ChatGPT. We are still ok, for now. https://t.co/If22WFxl7Q",AttorneyFrey,0,0
2023-01-25 04:17:43+00:00,1618100781131116544,"Today, like the rest of the world, playing with #ChatGPT 
Some fascinating and detailed answers to my banal questions. Feel like I'm talking to Hal from 2001: A SPACE ODYSSEY, which is a bit of a worry because we all know how that ended. #ArtificialIntelligence #AI #questions",Glenworking,0,0
2023-01-25 04:17:34+00:00,1618100743638233089,"ぼく「アイマスのシリーズについて教えて」

AI「ドリームシアター、デレマス、デレステ、デレステmobile、デレステPC、デレステPS4、デレステSwitch、デレステweb、デレステXbox One、デレステGoogle Play、デレステApp store、デレステLINE、デレステWindowsです」

#ChatGPT https://t.co/h2LMXXxagh",Alan_nyuwa,0,0
2023-01-25 04:17:28+00:00,1618100718321414146,I asked #ChatGPT to introduce a new character into the Magician by Raymond E Feist. Basically give Pug a side-chick ... hah.. this is quite fun to play around with books i love reading. https://t.co/JTelOxCGNk,Dorizzdt,0,0
2023-01-25 04:17:21+00:00,1618100688957112320,#ChatGPT knows why kids love Cinnamon Toast Crunch,DoxxedJoey,0,0
2023-01-25 04:16:43+00:00,1618100528608858113,"ChatGPTに意味分かんない質問投げたらAIちゃん壊れた

#ChatGPT https://t.co/ZJNwpRdTGp",miznashi_,0,0
2023-01-25 04:16:41+00:00,1618100518303457280,"@HeidyKhlaaf Open book is a necessary component but time is also important. I’m sure given arbitrarily long time, you could but with a time limit, you’d want to create a multi-level concept index ahead of time which is what #ChatGPT is.",MuzafferKal_,0,0
2023-01-25 04:16:40+00:00,1618100515266768898,"Es oficial: #Microsoft anuncia una inversión ""multimillonaria"" en #OpenAI, la compañía detrás de #ChatGPT https://t.co/3yQOgxT2zb",viadescapetv,0,0
2023-01-25 04:16:24+00:00,1618100449726590977,@timbocop @davecormier Thank you for sharing. Appreciate your comments abt academic writing. Getting more understanding of the differences between human and #ChatGPT writing features can help us shape new approaches to assessment #academicwritingandchatgpt,BiankaMalecka,0,0
2023-01-25 04:16:18+00:00,1618100424854351873,"うーん🤔ここまでしか分からない。
　
#ChatGPT https://t.co/gFDwaQB6ij",sekainotoshiki,0,0
2023-01-25 04:16:18+00:00,1618100422308433920,@5dTOctBTftQli0X @unext_pirates @jagabayashi @yu_suzuki_ABC @yu_no_tuma_desu #GONENGO のみんなも活用しているチャットボット #ChatGPT に聞いてみたリャン🚉 https://t.co/c15H1wzsmr,gonengo_mahjong,0,0
2023-01-25 04:15:47+00:00,1618100291651661825,"ChatGPT es una tecnología nueva y emocionante que está revolucionando la forma en que interactuamos con las computadoras. https://t.co/sX1VMfmBFt
#ChatGPT #transformaciondigital #DigitalTransformation https://t.co/J3WmzJ8BO3",DTCDigitalTran1,0,0
2023-01-25 04:15:16+00:00,1618100162148327424,"I have asked OpenAI 's #chatgpt to write a Social Media Recruiting Poem / Sonnet.  Here it goes:

In the digital age we thrive,
Where connections are just a swipe,
Social media is the place,
To find your next ace.

From LinkedIn to Twitter and more,
We'll…https://t.co/wejZGXuBMa",sathish_ganesh,0,0
2023-01-25 04:15:16+00:00,1618100161879891968,"Just asked #ChatGPT a question and got an answer:

NFA - DYOR https://t.co/htKINl7H9M",330magic,0,0
2023-01-25 04:14:44+00:00,1618100028605857792,@bloomstarbms @AIPADTECH #ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt,Str1ger,1,0
2023-01-25 04:14:36+00:00,1618099993797365764,#ChatGPT 's English to Tamil #translation  is BS. #Verified,janesheeba,0,0
2023-01-25 04:14:30+00:00,1618099972112789507,#ChatGPT  Scared yet? https://t.co/HJ7ryEHvyh https://t.co/Af43TEpSpS,DrChromo,0,0
2023-01-25 04:14:16+00:00,1618099912448540673,"How much would you pay? OpenAI sent out a waitlist for ChatGPT Professional earlier this month(Opens in a new window), asking potential users what they use ChatGPT for most and how much money would be reasonable for the product. #ChatGPT

https://t.co/8aG9PEabRm",gregorsaita,0,0
2023-01-25 04:13:12+00:00,1618099641903644682,"もうChatGPTの話題は聞き飽きたよ、と、ろくにAIを理解していない人間が、年末あたりから毎日のようにTech界隈のポッドキャストで取り上げられている状況を嘆いています❤(ハート＞愛＞AI)
#ChatGPT #podcast #AI",angpongtang_pt,0,0
2023-01-25 04:13:11+00:00,1618099639592579077,"🌐งานสัมมนา ที่มาพร้อมเนื้อหา และ เพิ่มช่วงพิเศษ Networking Dinner นั่งคุยแลกเปลี่ยนกับผู้ที่มีประสบการณ์ ผ่านการนำเทคโนโลยีเกิดใหม่มาใช้ ในปี 2022 และแผนก้าวถัดไปในปี 2023 นี้
รายละเอียดเพิ่มเติม 👇
https://t.co/HDukeoNJpH
#DigitalTrends #IT #ITTrends #AI #ChatGPT https://t.co/pJXNFxM38s",InstituteImc,0,0
2023-01-25 04:12:49+00:00,1618099548936900609,"How #ChatGPT #MidJourney-deploying #Asynsis #Turing Diffusion #SynPlexity Heuristic Geometries &amp; other new #AI tools; are used now by Lawyers, Architects &amp; Coders. 
Representing a new #DesignToE &amp; #Kuhnian Productivity Revolution. 
https://t.co/R1Ouv4R12m
https://t.co/851JDHSlVA",ASYNSIS,0,0
2023-01-25 04:12:49+00:00,1618099548160942081,Example 3 Poem on honorable PM @narendramodi Ji by #ChatGPT https://t.co/tEYyclhAGe,Hangura2,0,0
2023-01-25 04:12:47+00:00,1618099538790846466,"#ChatGPT saw 1 million new users within 5 days, vs. Instagram 2.5 months, Facebook 10 months, Twitter 24 months, Netflix 41 months! #openai #gpt3 https://t.co/8B5HVeuOW9",EvanKirstel,2,3
2023-01-25 04:12:16+00:00,1618099407249113088,Te falta calle papi #chatGPT https://t.co/SSPGcGeUJf,elfockboy,0,0
2023-01-25 04:11:32+00:00,1618099222565519360,"@DoakShannon Well said @DoakShannon I see #ChatGPT, #OpenAI as tools to shape learning and teaching, both teacher and student can benefit, just watching the amazing things you can do with #ChatGPT and the many apps, you can learn about code (Ai) make movies, business plans the list goes on!",sdhesketh,0,0
2023-01-25 04:11:30+00:00,1618099214461935621,"Avrupa medyasından #ChatGPT yorumları:

Dikkatli olmak gerek zira programın verdiği yanıtlar öylesine etkileyici ki, insanın ona gözü kapalı güvenmesi riski doğuyor.

https://t.co/8NUBAOM2hj https://t.co/rKPiubEmQp",eurotopics_tr,0,0
2023-01-25 04:11:16+00:00,1618099156387782656,Lo logré #ChatGPT https://t.co/rElRIWlfCm,tokentango,0,0
2023-01-25 04:10:51+00:00,1618099051643408386,Alerta universitaria: #ChatGPT aprueba un examen de maestría de una prestigiosa escuela de negocios https://t.co/mTLUXsJodk,viadescapetv,0,0
2023-01-25 04:10:36+00:00,1618098989802622976,"#Microsoft should add OpenAI projects like #ChatGPT and #dalle2 to Office 365 Apps. 

This is how it can become gaming changing alternative to Google Workspace and Cloud.",themanooj,0,0
2023-01-25 04:10:33+00:00,1618098976661860354,"ChatGPTとスプレッドシートを連携して、ゲームタイトルを入れると面白いところを1000文字で表示するようにしてみた！

ググるより手軽で高速なので、めっちゃ便利だわー

#ChatGPT https://t.co/W6qlJfW6fI",3syaku,0,0
2023-01-25 04:10:27+00:00,1618098950128693256,"Chat GPT（generative pre-trained transformer）
ちゃん復活！

有料化かと思ったけど、相変わらず無料で最高です。

#ChatGPT",daichin117,0,0
2023-01-25 04:09:58+00:00,1618098831224360962,#ChatGPT #DigitalMarketing https://t.co/q7nVGXjBJM,kvpops,2,0
2023-01-25 04:09:40+00:00,1618098755542351876,"@kdhiraj123 Sir can chatGPT help us in CA profession? 
@theicai #CA #ChatGPT",Biswarbr,0,0
2023-01-25 04:09:16+00:00,1618098651674611713,@Nieb77 I heard about that. I really want to learn more about #ChatGPT and it's uses in education.,MakingCentsOfIt,0,0
2023-01-25 04:08:38+00:00,1618098494883123200,"🖲 #Microsoft expands 'multibillion dollar' deal with OpenAI, creators of #ChatGPT

More AI in consumer tech and behind the scenes. https://t.co/vIwwwcdlfi https://t.co/ZK4XuSgqhM",sikares,0,0
2023-01-25 04:08:13+00:00,1618098389270528002,#ChatGPT @JoelKatz #xrp https://t.co/5sSGBAg4O0,XRPotatoe,1,0
2023-01-25 04:07:26+00:00,1618098190288572418,組織の未来への言及を聞いてみたら「そりゃそうだよね笑」という至極真っ当な回答が返ってきたけど、最後の数字に基づく経営はDXの流れも踏まえても重要。自分もやってしまいがちだけど組織は人の思い込みや感情、認識に左右される。データや数字を正としておいた方が意思決定もブレにくい #ChatGPT https://t.co/YWewQHSAuH,CADENA0602,2,0
2023-01-25 04:07:21+00:00,1618098171120615427,"I just integrated @openai #chatgpt into #MicrosoftWord
https://t.co/E8G3gQCE7Q",patrickhusting,0,0
2023-01-25 04:06:26+00:00,1618097940366774272,"2 - "" It's important to be aware of potential biases and to consume news from a variety of sources in order to form a well-rounded understanding of events.""

#ChatGPT",ripviews,0,0
2023-01-25 04:06:23+00:00,1618097926127120391,#chatGPT という AIチャットに質問してみた 🤣🤣🤣 https://t.co/vEHleQ9eM0,_DHMO_,0,0
2023-01-25 04:05:51+00:00,1618097794371452932,"@DrRobyn If people will cheat just because they can, then there's a bigger problem than ChatGPT. I'm teaching Social Work with Adolescents. I might ask students to querie #ChatGPT about adolescent slang and then have them investigate how accurate the response was. I just ran this: https://t.co/9aJxCHt8lr",socworkpodcast,0,0
2023-01-25 04:05:16+00:00,1618097646455128067,"Use cases built on top of these generative AI tools is the future!

#chatgpt #largelanguagemodels #ai https://t.co/cFpELqAlgE",xgenominc,0,0
2023-01-25 04:05:05+00:00,1618097600061911043,"話題の　#chatGPT
まず英語で答えてもらって、そのあと「日本語でお願いします。」と頼むと和訳を吐き出してくれる。

作文と読解の両方が勉強できて一石二鳥。自分の興味ある分野だから理解もしやすい。
いまはそんな風に試しています。",toeicgeek,4,0
2023-01-25 04:05:00+00:00,1618097580294156288,"built a clone #chatgpt #gpt #ai 
https://t.co/ebFUglKibV source code 
https://t.co/Ec52F01dPq
#python #100daysofcode #nodejs",zayasgameroom,0,0
2023-01-25 04:04:18+00:00,1618097403739123713,nailed it #ChatGPT https://t.co/DwiT1eKtDX,TyWilson87,0,0
2023-01-25 04:04:17+00:00,1618097400329166850,Just used #ChatGPT to generate unique prompts for @OralRobertsU's prayer tower &amp; gardens. The AI imagination brought them to life in a whole new way. 🤯 Which one of these is your favourite? #ORU #Midjourney #PrayerTower #PrayerGardens #AI https://t.co/lXuSK5gAMh,ASIDLang,0,0
2023-01-25 04:04:17+00:00,1618097397976170497,Example2 Correct Sentence #ChatGPT https://t.co/JMgAQyM5fQ,Hangura2,0,0
2023-01-25 04:04:03+00:00,1618097342774640640,"Don't worry, humans are still required for the special touch of creativity and emotional intelligence. AI developments like ChatGPT are creating waves in the marketing field. #ChatGPT #Marketing #AI",infinitylsltd,0,0
2023-01-25 04:03:23+00:00,1618097171630546944,@pritanand @OpenAI @Ropivacaine @EMARIANOMD @jeffgadsden @amit_pawa @AbelJosephMD One more: @rohitmarawar 👇#ChatGPT,KalagaraHari,0,0
2023-01-25 04:03:12+00:00,1618097126696972289,"I asked #ChatGPT to write an essay about Kelly Criterion and it was... pretty terrible.

Be careful out there!

#RiskManagement #trading",MasterGerund,0,0
2023-01-25 04:03:08+00:00,1618097108091043840,"He puesto el turbo otaku con #ChatGPT 
1. Idea de como podria continuar #Sailormoon
2. Idea de como seria un anime centrado en Chibiusa
3. Idea de como seria un anime centrado en la historia de amor entre Cisne y Andromeda #SaintSeiya 
4. Idea de una continuacion de #MarmaladeBoy https://t.co/tQooluvvjq",debittoinjapan,2,0
2023-01-25 04:02:18+00:00,1618096898426171392,"Good morning! Do remember, #ChatGPT is yet to clear CA.",JitendraJain_,1,0
2023-01-25 04:02:16+00:00,1618096892877103105,"#データサイエンス、#プログラミング 界隈で熱い #chatGPT を覗いてみた！

情報量的には英語で調べるのがベスト。あるいは　#DeepL との合わせ技でクリア。この #自動翻訳 のワンステップが邪魔なら今こそ#中学英語 再稼働！AIが出す英語はシンプル！
 
英語は知的生産の友。 https://t.co/Y9B5ZpNGmd",learners_adachi,5,0
2023-01-25 04:02:11+00:00,1618096869271535619,Originality is a currency #ChatGPT can’t help you with,JustinFlitter,0,0
2023-01-25 04:02:06+00:00,1618096850430750720,It’s funny how @BillGates shorted @Tesla 500million$ but invested 10billion$ into @openaicommunity #ChatGPT own by @elonmusk within the last 6 months.,JeanoNakamoto,0,0
2023-01-25 04:01:55+00:00,1618096804003717127,"#India most trending wikipedia pages for Jan 22nd 

⭐#Bigg_Boss_(Tamil_season_6) with 155.7K views ⚡

⭐#Varisu with 66.8K views ⚡

⭐#ChatGPT with 65.9K views ⚡

For more trending pages, please visit: https://t.co/WeLDcitOkA",SocialTrendz24,0,0
2023-01-25 04:01:15+00:00,1618096635279716358,"Cuando #ChatGPT se hizo popular muchos dijeron: 

• Reemplazará a los programadores.
• Destruirá la creatividad.
• Los trabajos ""entry level"" desaparecerán.

Siempre lo han dicho con cada avance tecnológico. Por eso le pedí a ChatGPT que se defienda:

https://t.co/r8TmA6pQQC",alejandrovaras,2,0
2023-01-25 04:01:09+00:00,1618096612903124994,"Of course I like #ChatGPT more, because first it’s always there when you need it, it never annoys you when you don’t want it, and it doesn’t give you request of doing something. Aka low maintenance vs you.",JMatterShow,0,0
2023-01-25 04:00:59+00:00,1618096567516532736,"https://t.co/KiOBarQXNo

.

#AndruwJones #HunterBidenHOF #ChatGPT",ArtilNews,0,0
2023-01-25 04:00:39+00:00,1618096485580636160,"El auge #ChatGPT tiene un inesperado ganador: las acciones de #NVIDIA se han disparado

https://t.co/ixcRGq9BXy",jmgrande,0,0
2023-01-25 04:00:31+00:00,1618096451208314880,"El #hacker ético mencionó que logró que #ChatGPT le explicara el funcionamiento de los códigos de programación. 

Aquí te compartimos todos los detalles. 

https://t.co/7TYu1qKauh",DineroEnImagen,1,0
2023-01-25 04:00:31+00:00,1618096450105229314,"「AIに作詞作曲させてメロディ付けて歌う」
#歌ってみた #ChatGPT #stablediffusion #AIart #Mubert #作詞 #作曲 #作詞作曲  #DTM 
0016 落ちている木の枝の歌：「再生の力」　うた：chanyoGUITAR ／作詞・作曲：AI
https://t.co/XQmQx7GVwd
チャンネル登録、高評価ぜひ！
https://t.co/aHTS1sUMBu https://t.co/JkRzsW7PNB",chanyoGUITAR,0,1
2023-01-25 04:00:21+00:00,1618096411744018433,"ChatGPT is a free #chatbot that can generate an answer to almost any question it's asked. Developed by #OpenAI and released for testing to the general public in November 2022, it's already considered the best #AIchatbot ever.

#FreeTechCafe #chatgpt #chatgpt3 #ChatGPT https://t.co/8ZJAZCLz03",FreeTechCafe,1,0
2023-01-25 04:00:01+00:00,1618096327841259521,"Noun: england

A land of tea, crumpets, and bad teeth!

 #technology #innovation #chatGPT #openai #programming",jj_devbot_,0,1
2023-01-25 04:00:00+00:00,1618096322539651072,"3k+ visitors in 4 days 🚀🙏🏻 - https://t.co/Te5HOe34TG

#buildinpublic #AI #gpt3 #ChatGPT",madeinusmate,1,0
2023-01-25 03:59:55+00:00,1618096302621069312,"ChatGPTに間違い指摘したらちゃんと間違ってました、って言ってきた😇

会話もできて素晴らしい👏
それにしても、EFIがEthereum Fuelの略というのは本当だろうか？""I(アイ)""はどこ...??

#ChatGPT 
#Enjin 
#Efinity 
#FuelTank https://t.co/ZI1r8MI8ss",gaju_nft,1,0
2023-01-25 03:59:30+00:00,1618096195263516672,"#ChatGPT #OpenAI #AIChatbot #ChatBot #ChatbotAI
https://t.co/THCiSUx7z4",AI_Dev_News,0,0
2023-01-25 03:59:13+00:00,1618096124400918534,#ChatGPT to the rescue https://t.co/YNLm3N8rz2,HmlChy,0,0
2023-01-25 03:58:53+00:00,1618096040368033792,"I asked #ChatGPT for ten of the most common limiting beliefs holding back C-Level men from their lives of flow, fulfillment, and freedom.

Here's what it ""told"" me. 

C-Level men...do you agree with these...",CurtMercadante,0,0
2023-01-25 03:58:49+00:00,1618096025465688066,@pritanand @OpenAI @Ropivacaine @EMARIANOMD @jeffgadsden @amit_pawa A more interesting 🧵on this 👇 @AbelJosephMD #ChatGPT  #OpenAI #AI,KalagaraHari,1,0
2023-01-25 03:58:26+00:00,1618095925678993408,Example #ChatGPT https://t.co/UjwgUDkJ8r,Hangura2,0,0
2023-01-25 03:58:18+00:00,1618095894188134400,"#ChatGPT Gets Mixed Customer Service Reviews From Retailers and Brands

@fogoros @JolaBurnett @ronald_vanloon @LindaGrass0 @SpirosMargaris @GlenGilmore 

https://t.co/inMLEUGp3X",richardkimphd,0,1
2023-01-25 03:58:02+00:00,1618095824759853056,"#ChatGPT passes MBA Exam, what next? 😁😁

https://t.co/0BfWGE8zM4",dibyendux,1,0
2023-01-25 03:57:58+00:00,1618095809240903682,"モーニング娘。の初期メンバーワロタ
#ChatGPT 
#田原俊彦 https://t.co/v6msiK4ab6",yuyuyuyuuuuuuki,0,0
2023-01-25 03:57:20+00:00,1618095650884972546,#chatGPT is a real game changer for web development. My new website will be ready soon… 🤩,benkelmann,1,1
2023-01-25 03:56:44+00:00,1618095500514955264,"今、話題の #ChatGPT に
「Will Japanese author Haruki Murakami win the Nobel Prize for Literature?」(日本人作家の村上春樹さんは、ノーベル文学賞を受賞できるでしょうか？)と尋ねたところ、納得の回答が帰ってきたので驚きました。

#人工知能 
#新時代 
#PeterCat",sharoushi_M,0,0
2023-01-25 03:56:37+00:00,1618095470815084544,$VAI $ALI #AI #ChatGPT,riverrunpastev1,0,0
2023-01-25 03:56:28+00:00,1618095430591463427,"¿Cómo añadir #ChatGPT a tu #WhatsApp para conversar con la inteligencia artificial? 
https://t.co/8IQJD5yC9s",jmgrande,0,0
2023-01-25 03:56:27+00:00,1618095427248873473,"Embrace #technology, don't fear it. I used to spend hours finding copy – or even writing it myself – to align with the theme of my #youtube tutorial projects. With #ChatGPT, I can save an inordinate amount of time to focus my attention on other things.",AngeloMontilla,0,0
2023-01-25 03:56:20+00:00,1618095397108617216,Fun fact. #ChatGPT won’t disrupt your pressure washing business.,thewashboss,0,0
2023-01-25 03:55:44+00:00,1618095246361128961,#quantum #sympy #numpy #scipy #chatgpt #chatbots #robots #robotics #verobotics #quantummlai infiniteinfinityinfinitelytopologicaltopologygaugeqftsupersymmetriessymmetricpcprocessorsprocessingcomputingcomputationscomputationalmicrocontrollerscpualgorithmsalgorithmicscomputersc++,galactic116,0,0
2023-01-25 03:54:57+00:00,1618095050558406657,@ditreble But I would argue that we are well aware of the potential risk but also the huge benefits without a sea change in teaching. We wouldn’t just tell students to only use #ChatGPT for example. Although transformational it still has clear uses and potential.,Delta_Cephei,0,0
2023-01-25 03:54:28+00:00,1618094928332226564,"“For You” @twitter feed provides great ideas for prompt engineering. #ChatGPT 

@elonmusk @sama",scaffeoa,0,0
2023-01-25 03:54:21+00:00,1618094901438320640,"Q:給料日を忘れるくらいの富裕感

A:給料日を忘れることは、それほど財政的なストレスを感じていないことを意味します。それは、お金に対して負担を感じないことを意味するので、給料が振り込まれることを忘れているということは、それが財政的に安定していることを意味することもあります。

#ChatGPT",CocoaSuzuki3,0,0
2023-01-25 03:54:15+00:00,1618094874640941058,From Head of @meta AI R&amp;D Lab @ylecun about #ChatGPT,domdelport,0,0
2023-01-25 03:53:54+00:00,1618094785696534528,@mickeyxfriedman Wild thought indeed. Here is a take from #ChatGPT - both the optimistic arguments but also the dark side of the story: https://t.co/UnnaMnr6nc,andreisavu,0,0
2023-01-25 03:53:28+00:00,1618094677990969345,"The future of AI in design is not about replicating human creativity, but augmenting it to unlock new possibilities- from the conversations with chatGPT #design #ai #creativity #ChatGPT #future",harikrishnan247,0,1
2023-01-25 03:53:28+00:00,1618094676871118849,"How #ChatGPT and other new AI tools are being used by #lawyers , #architects and #coders - ABC News https://t.co/jv7kC22A1M",bamko_eth,0,0
2023-01-25 03:53:27+00:00,1618094674119622657,OpenAI has teamed up with Microsoft. Google already owns Deepmind. Are the great AI wars about to begin? #OpenAI #ChatGPT #AI #MachineLearning https://t.co/1pQcWCURkE,CodeZ,0,0
2023-01-25 03:52:53+00:00,1618094528988315648,"Less than 24 hours till we welcome @MrLeonardKim to #AMABCHAT! 

If you aren't familiar w/Twitter chats, starting ⏩ 6pm EST / 3pm PST, we will be asking a series of ❓s related to Marketing, including social media, authenticity + perhaps even #ChatGPT + Leonard will answer live!",amaBoston,0,0
2023-01-25 03:52:42+00:00,1618094486533570561,"今話題のChatGPTをラインで使うにはこのQRコードからどうぞ。
#ChatGPT 
#line 
#ChatGPTをラインで使う https://t.co/DgtLsaJUlw",mathtext,2,0
2023-01-25 03:52:20+00:00,1618094393625571329,"Google Search: knowledge in real-time

AI: intelligence in real-time 

#ChatGPT #AI #Context",Brick2Click,1,2
2023-01-25 03:52:15+00:00,1618094371743887360,"Top A.I. Powered Tools Not Named ChatGPT

A basic introductory list. #ChatGPT #OpenAI #GenerativeAI 

I'm continuing my list this week of A.I. tools to boost productivity. 

https://t.co/YFHsTCFX1G",AISupremacyNews,1,1
2023-01-25 03:52:06+00:00,1618094332233515008,can also be used to generate creative writing &amp; even poetry. It is a state-of-the-art language model that can understand the context of the conversation and respond accordingly. #ChatGPT,Hangura2,0,0
2023-01-25 03:51:33+00:00,1618094196057071622,"#ChatGPT saw 1 million new users within 5 days, vs. Instagram 2.5 months, Facebook 10 months, Twitter 24 months, Netflix 41 months by @profgallowsway #ai #arduina https://t.co/K8kdw8T1Ra",domdelport,1,1
2023-01-25 03:51:26+00:00,1618094166399135745,"With the increasingly competitive technology market, Microsoft has been steadily developing its code-writing and generative AI software, GitHub Copilot. | #ChatGPT #Microsoft #github | @pranav000 | https://t.co/lNymztiZkP",business_today,0,0
2023-01-25 03:51:00+00:00,1618094056936202242,@tlapaltecatl @VICE This is typical engagement for @Vice. I honestly don't understand how they keep the lights on. These stories must be written by #ChatGPT,theaddressless,1,0
2023-01-25 03:50:31+00:00,1618093933086797826,"@shl Using #ChatGPT to get the job is like bringing a calculator to a math test. Sure, it can give you answers, but... 🤷‍♂️",storcube,0,0
2023-01-25 03:50:16+00:00,1618093870453231616,#GenerativeAI #ChatGPT #videos #AffiliateMarketing @pictoryai,abidsays,1,0
2023-01-25 03:49:15+00:00,1618093616379072514,I posted some thoughts about #chatgpt and #stablediffusion on my site. Bottom line is I fed promots@from my book into the model to generate pics and they were creepy and bizarre. #ai #generativeart #AuthorsOfTwitter #authorscommunity #Creator  https://t.co/hGBvYNGWjM,CompassRoseBook,1,0
2023-01-25 03:49:03+00:00,1618093564759531522,"#ChatGPT: nueve claves de la inteligencia artificial que revoluciona internet

https://t.co/sTNMrEEFAE",jmgrande,1,0
2023-01-25 03:48:56+00:00,1618093536603426818,"The world believes in OpenAI, means the world believes in the capabilities of AI.
#ChatGPT #OpenAIChatGPT 
#ArtificialIntelligence https://t.co/dFvpBFlBDs",FrozenFunnels,0,0
